Item name,Quantity,Unit of Measure,,Min.Quantity
PVC elbow ÿ20Mm 45∞,1.00,,,0.00
PVC elbow ÿ30Mm 90∞,1.00,,,0.00
PVC elbow ÿ32Mm,2.00,,,1.00
PVC elbow ÿ49Mm,1.00,,,0.00
PVC elbow ÿ50Mm 45∞,19.00,,,8.00
PVC elbow ÿ50Mm 90∞,30.00,,,10.00
PVC elbow ÿ63Mm 45∞,1.00,,,0.00
PVC flange,1.00,,,0.00
"PVC flange 1""",7.00,,,3.00
"PVC flange 1-1/2""",6.00,,,3.00
"PVC flange 1-1/4""",7.00,,,3.00
"PVC flange 1/2""",14.00,,,5.00
"PVC flange 2""",4.00,,,2.00
"PVC flange 2""",26.00,,,10.00
"PVC flange 2-1/2""",1.00,,,0.00
"PVC flange 3""",6.00,,,3.00
"PVC flange 6""",1.00,,,0.00
PVC flange ÿ38Mm,1.00,,,0.00
PVC flange ÿ40Mm,3.00,,,2.00
PVC flange ÿ40Mm,5.00,,,3.00
PVC flange ÿ50Mm,4.00,,,2.00
"PVC flexible conduit 1""",45.00,,,10.00
"PVC flexible conduit 1""",124.00,,,25.00
PVC hexagon pipe nipple OD148Mm ID138Mm,5.00,,,3.00
PVC joint connector 4-6Mm,1.00,,,0.00
PVC junction box,2.00,,,1.00
PVC junction box,2.00,,,1.00
PVC junction box 415v,3.00,,,2.00
"PVC nipple M20 (1/2"")",31.00,,,10.00
PVC nut for cable gland M18,27.00,,,5.00
PVC pipe 400MmX6 Meters,1.00,,,0.00
PVC pipe OD22Mm ID16Mm L675Mm,2.00,,,2.00
PVC pipe OD50.2Mm ID42.6Mm L1000Mm,2.00,,,1.00
"PVC pipe clamp 6""",2.00,,,1.00
"PVC pipe clamp 6""",651.00,,,50.00
"PVC pipe connector 1""",6.00,,,5.00
PVC pipe connector/Adapter,0.00,,,1.00
"PVC pipe fitting 1""",1.00,,,0.00
"PVC pipe fitting 11/4""",1.00,,,0.00
"PVC pipe fitting 3/4"" (used)",1.00,,,0.00
PVC pipe with socket OD48Mm ID37Mm L380Mm,1.00,,,0.00
PVC pipes 160MmX6 Meters,1.00,,,0.00
PVC pipes 160MmX6 Meters,35.00,,,10.00
PVC pipes 200MmX6 Meters,1.00,,,0.00
PVC pipes 200MmX6 Meters,25.00,,,10.00
PVC pipes 310MmX6 Meters,2.00,,,1.00
"PVC pipes ÿ160MmX6,4,2 Meters (some of them are broken)",17.00,,,5.00
"PVC pipes ÿ200MmX6,4,3,2 Meters (some of them are broken)",79.00,,,10.00
"PVC pipes ÿ310X5,3,2 Meters (some of them are broken)",9.00,,,3.00
"PVC reducer (40Mm to 32Mm) 11/2"" to 11/4""",1.00,,,0.00
"PVC reducer (48Mm to 42Mm) 1-1/2"" to 1-1/4""",3.00,,,2.00
"PVC reducer 1"" to 1/2""",3.00,,,2.00
"PVC reducer 1"" to 3/4""",2.00,,,1.00
"PVC reducer 1-1/2"" to 1-1/4""",2.00,,,1.00
"PVC reducer 11/2"" to 1""",1.00,,,0.00
"PVC reducer 2"" to 1-1/4""",1.00,,,0.00
"PVC reducer 2"" to 11/4""",20.00,,,10.00
"PVC reducer 2-1/2"" to 2""",1.00,,,0.00
"PVC reducer 21/2"" to 2""",1.00,,,0.00
"PVC reducer 21/2"" to 2""",8.00,,,4.00
"PVC reducer 3/4"" to 1/2""",1.00,,,0.00
"PVC reducer 6"" to 4"". 4"" to 3"". 3"" to 2"". 2"" to 1-1/4""",1.00,,,0.00
"PVC reducer 60Mm to 48Mm (11/2"" to 2"")",2.00,,,1.00
"PVC reducer 73Mm to 60Mm (2"" to 21/2"")",2.00,,,1.00
PVC reducer coupling socket SCH 80 FAB,2.00,,,1.00
PVC reducer ÿ50Mm to ÿ40Mm,2.00,,,1.00
PVC sleeve,12.00,,,4.00
"PVC socket 1""",2.00,,,1.00
"PVC socket 1-1/2""",2.00,,,1.00
"PVC socket 1-1/2""",33.00,,,10.00
"PVC socket 1-1/4""",1.00,,,0.00
"PVC socket 1-1/4""",20.00,,,10.00
"PVC socket 1/2""",2.00,,,1.00
"PVC socket 1/2""",8.00,,,4.00
"PVC socket 110Mm (4"")",3.00,,,2.00
"PVC socket 2""",27.00,,,10.00
"PVC socket 2-1/2""",5.00,,,3.00
"PVC socket 3""",7.00,,,3.00
PVC socket ÿ125x110Mm,2.00,,,1.00
PVC socket ÿ160Mm,1.00,,,0.00
PVC socket ÿ24Mm,4.00,,,2.00
PVC socket ÿ30Mm,2.00,,,1.00
PVC stopper OD57Mm,5.00,,,3.00
PVC strip 680x50x12Mm,17.00,,,5.00
"PVC tee 1""",14.00,,,6.00
"PVC tee 1-1/2""",4.00,,,3.00
"PVC tee 1-1/2""",12.00,,,6.00
"PVC tee 1-1/2""x1""",7.00,,,3.00
"PVC tee 1-1/2""x1/2""",15.00,,,8.00
"PVC tee 1-1/4""",5.00,,,3.00
"PVC tee 1-1/4""x1/2""",8.00,,,4.00
"PVC tee 1/2""",2.00,,,2.00
"PVC tee 11/2""",5.00,,,3.00
"PVC tee 11/2""",7.00,,,3.00
"PVC tee 2""",20.00,,,10.00
"PVC tee 2"" with reducer 2"" to 11/4""",3.00,,,2.00
"PVC tee 2""x1""",8.00,,,4.00
"PVC tee 2""x1-1/4""",7.00,,,4.00
"PVC tee 2""x1/2""",11.00,,,5.00
"PVC tee 2""x3/4""",1.00,,,0.00
"PVC tee 2""x3/4""",21.00,,,8.00
"PVC tee 2-1/2""x1""",5.00,,,3.00
"PVC tee 2-1/2""x1-1/2"" with reducer 11/2"" to 1/2""",4.00,,,2.00
"PVC tee 21/2""",10.00,,,5.00
PVC tee 25Mmx20Mm,2.00,,,1.00
PVC tee ÿ20Mm,0.00,,,0.00
PVC tee ÿ20Mm,1.00,,,0.00
PVC tee ÿ30Mm,1.00,,,0.00
PVC tee ÿ63Mm,1.00,,,0.00
PVC tube L connector 8Mm (used),1.00,,,0.00
PVC tube elbow OD 10Mm,2.00,,,1.00
PVC tube fitting,3.00,,,2.00
PVC tube fitting 4Mm,3.00,,,2.00
PVC tube fitting OD 12Mm,3.00,,,2.00
PVC tube fitting OD 6Mm (used),4.00,,,2.00
PVC tube fitting OD 6Mm (used),6.00,,,3.00
PVC tube ÿ40Mm 255Cm,10.00,,,5.00
PVC tube ÿ56Mm,3.00,,,2.00
"PVC union 1""",13.00,,,8.00
"PVC union 2-1/2""",3.00,,,2.00
"PVC valve 1""",6.00,,,3.00
"PVC valve 1-1/2""",0.00,,,0.00
PVC valve with pipe,1.00,,,0.00
PVC valve ÿ25Mm,23.00,,,1.00
Packing,213.00,,,50.00
Packing and gasket for start - up line,1.00,,,0.00
Packing for soot blowing steam pressure control,4.00,,,0.00
Packing for spray water control,12.00,,,0.00
Packing for the soot blowing steam valve,2.00,,,0.00
Packing poppet valve stem. Pon:39843-010A,21.00,,,5.00
"Packing ring 10""1500SPL, GA/PS S17+1029+104",1.00,,,1.00
Padlock,103.00,,,0.00
Padlock emergency push button,10.00,,,4.00
Paint,8.00,,,0.00
Paint brush,2.00,,,4.00
Pallet truck (used),1.00,,,0.00
Panasonic led batten 10W,2.00,,,1.00
Panel dor lock,98.00,,,20.00
Panel mount kit,4.00,,,2.00
Panel plate,5.00,,,3.00
Panel safety signage,10.00,,,4.00
Paper cutter,1.00,,,0.00
Paper gasket 0.5 Mm,2.00,,,0.00
"Paper gasket ID340, OD455",1.00,,,0.00
Paper gasket ID630Mm OD700Mm,1.00,,,0.00
Paper gasket. 225x150x3.5,2.00,,,0.00
Patch/fiber cable 50/125Mm,25.00,,,5.00
Peat conveyor chain,2.00,,,2.00
Peco threading die. 1ï1/2,1.00,,,0.00
Peco threading die. 2x11ï5,1.00,,,0.00
Peco threading die. 4x8,1.00,,,0.00
Perkins Oil filter. Pn 2654408,3.00,,,2.00
Perkins air filter CH10923,10.00,,,3.00
Perkins air filter CH10930,4.00,,,2.00
Perkins air filter CH10931,4.00,,,2.00
Perkins air filter CH11217,4.00,,,2.00
Perkins fuel filter 140517050,1.00,,,0.00
Phase shifting transformer,1.00,,,0.00
Phoenix contact,1.00,,,0.00
Phoenix contact,2.00,,,1.00
Phosver e Pwd pillows 10ML PK/100-2106069,0.00,,,0.00
Pigtail-LC/UPC-SM-SX-ÿ0.9-2M,67.00,,,20.00
Pillow block housing unit. Pn UKP213+H2313,12.00,,,4.00
Pilot led light,331.00,,,25.00
Pilot led light (used),38.00,,,10.00
Pin A16x24. IN006023,8.00,,,0.00
Pin Diameter 12Mmx110Mmm Material:MS,1017.00,,,20.00
Pin Pn. ACG0086530,2.00,,,1.00
Pin Pn. ACV025677A,2.00,,,1.00
Pin for anchor bolt Material:GI,473.00,,,30.00
Pin for conveyor chain,2.00,,,6.00
Pin sleeve,25.00,,,0.00
Pipe ZN 6x1,3.00,,,0.00
"Pipe bellow 12""",2.00,,,1.00
"Pipe bellow 8""",2.00,,,1.00
Pipe bender accessories,1.00,,,0.00
"Pipe calm 3""",2.00,,,1.00
Pipe casing spacer,5.00,,,3.00
Pipe clamp,2.00,,,1.00
"Pipe clamp 1""",27.00,,,5.00
"Pipe clamp 1"" stainless steel",9.00,,,5.00
Pipe clamp 11/4,10.00,,,2.00
"Pipe clamp 11/4"" stainless steel",4.00,,,2.00
"Pipe clamp 12""",3.00,,,1.00
"Pipe clamp 2""",9.00,,,2.00
"Pipe clamp 2"" stainless steel",15.00,,,5.00
"Pipe clamp 3""",348.00,,,25.00
"Pipe clamp 4""",102.00,,,10.00
"Pipe clamp 4"" stainless steel",6.00,,,3.00
"Pipe clamp 5""",3.00,,,0.00
"Pipe clamp 5"". Stainlessness steel",18.00,,,5.00
"Pipe clamp 6""",1.00,,,0.00
"Pipe clamp 8""",3.00,,,2.00
"Pipe clamp 8"" for water pump",10.00,,,4.00
"Pipe clamp M10 , 1-1/2""",4.00,,,2.00
"Pipe clamp M10 , 1-1/4""",7.00,,,5.00
"Pipe clamp M10 , 2""",2.00,,,1.00
"Pipe clamp M10 , 2""",3.00,,,2.00
"Pipe clamp M10 , 2""",17.00,,,5.00
"Pipe clamp M10 , 2-1/2""",78.00,,,15.00
"Pipe clamp M10 , 3""",5.00,,,3.00
"Pipe clamp M10 , 3""",9.00,,,5.00
"Pipe clamp M10 , 3""",21.00,,,10.00
"Pipe clamp M10 , 4""",3.00,,,2.00
"Pipe clamp M10 , 4""",22.00,,,10.00
"Pipe clamp M10 , 4""",23.00,,,5.00
"Pipe clamp M10 , 5""",4.00,,,2.00
"Pipe clamp M10 , 5""",6.00,,,3.00
"Pipe clamp M10 , 5""",10.00,,,5.00
"Pipe clamp M10 , 5""",41.00,,,15.00
"Pipe clamp M10 , 6""",9.00,,,5.00
"Pipe clamp M12 , 10""",2.00,,,0.00
"Pipe clamp M12 , 2-1/2""",15.00,,,10.00
"Pipe clamp M12 , 8""",9.00,,,5.00
"Pipe clamp M14 , 8""",5.00,,,3.00
"Pipe clamp M16 , 12""",1.00,,,0.00
"Pipe clamp M16 , 3""",33.00,,,10.00
"Pipe clamp M16 , 4""",21.00,,,10.00
"Pipe clamp M16 , 4""",34.00,,,10.00
"Pipe clamp M20 , 10""",0.00,,,0.00
"Pipe clamp M20 , 10""",6.00,,,3.00
"Pipe clamp M20 , 6""",9.00,,,3.00
"Pipe clamp M20 , 6""",31.00,,,10.00
"Pipe clamp M20 , 8""",24.00,,,10.00
"Pipe clamp M24 , 18""",16.00,,,5.00
"Pipe clamp M24 , 8""",12.00,,,6.00
"Pipe clamp M6 , 1""",26.00,,,8.00
"Pipe clamp M6 , 1-1/2""",10.00,,,5.00
"Pipe clamp M6 , 1-2""",264.00,,,25.00
"Pipe clamp M6 , 6""",4.00,,,2.00
"Pipe clamp M8 , 1-1/2""",5.00,,,3.00
"Pipe clamp M8 , 1-1/4""",8.00,,,4.00
"Pipe clamp M8 , 2""",4.00,,,2.00
"Pipe clamp M8 , 4""",4.00,,,2.00
"Pipe clamp M8 , 4""",7.00,,,3.00
"Pipe clamp M8 , 5""",3.00,,,2.00
"Pipe clamp M8 1-1/4""",7.00,,,5.00
"Pipe clamp M8, 2""",173.00,,,20.00
Pipe clamp/support,1.00,,,0.00
Pipe clip,6.00,,,3.00
Pipe clip,8.00,,,3.00
Pipe fastener,29.00,,,8.00
Pipe fastener 6Mm,27.00,,,8.00
"Pipe fitting 1"" Material:GI",1.00,,,0.00
"Pipe fitting 1"" Material:GI",8.00,,,4.00
"Pipe fitting 1"" Material:MS",4.00,,,2.00
"Pipe fitting 1-1/2"" Material:GI",3.00,,,1.00
"Pipe fitting 1-1/4"" Material:GI",5.00,,,3.00
"Pipe fitting 1-1/4"" Material:MS",4.00,,,2.00
"Pipe fitting 3/4"" Material:GI",1.00,,,0.00
"Pipe fitting 3/4"" Material:MS",11.00,,,5.00
"Pipe fitting 3/4"" Material:MS",46.00,,,10.00
Pipe mounting kit,1.00,,,0.00
"Pipe nipple 1"" L150Mm Material:MS",1.00,,,0.00
"Pipe nipple 1-1/2"" L100Mm Material:MS",8.00,,,4.00
"Pipe nipple 1-1/2"" L110Mm Material:GI",1.00,,,0.00
"Pipe nipple 1-1/2"" L200Mm Material:GI",0.00,,,0.00
"Pipe nipple 1-1/4"" L300Mm Material:GI",1.00,,,0.00
"Pipe nipple 1-1/4"" L75Mm Material:GI",3.00,,,2.00
"Pipe nipple 1-1/4"" Material:GI",1.00,,,0.00
"Pipe nipple 1/2"" Material:GI",1.00,,,0.00
"Pipe nipple 2"" Material:GI",2.00,,,1.00
"Pipe nipple 2"" Material:MS",13.00,,,8.00
"Pipe nipple 3/4"" L60Mm  Material:GI",1.00,,,0.00
"Pipe nipple 3/4"" Material:GI",8.00,,,4.00
Pipe nipple 63-07/SPL-03-02,3.00,,,2.00
"Pipe nipple M18x100Mm (1/2"") Material:GI",1.00,,,1.00
"Pipe nipple M18x100Mm (1/2"") Material:GI",2.00,,,2.00
"Pipe nipple M18x100Mm (1/2"") Material:MS",8.00,,,3.00
"Pipe nipple M18x100Mm (1/2"") Material:MS",34.00,,,10.00
"Pipe nipple M48 (11/2"") Material:MS",5.00,,,3.00
Pipe reducer 100Mm to 45Mm,2.00,,,1.00
Pipe reducer 62Mm to 30Mm,1.00,,,0.00
Pipe slip flange without hole,2.00,,,1.00
Pipe support,1.00,,,0.00
Pipe support,1.00,,,0.00
Pipe support,2.00,,,1.00
"Pipe support for 1/2"" pipe",44.00,,,10.00
"Pipe support for 2"" pipe",2.00,,,1.00
"Pipe support for 3"" Pipe",2.00,,,1.00
"Pipe support for 4"" pipe",1.00,,,0.00
Pipe threader,1.00,,,0.00
"Pipe threader 1""",1.00,,,0.00
"Pipe threader 3""",2.00,,,1.00
Pipe threader 3/4 Inches,1.00,,,0.00
"Pipe threader 3/4""",1.00,,,0.00
Pipe union,1.00,,,0.00
Pipe union CLNPT11x33x28. IN023886,5.00,,,2.00
"Pipe wrench 36""",1.00,,,0.00
Plastic cable gland PG13.5,33.00,,,15.00
Plastic cable gland PG13.5,57.00,,,10.00
Plastic cable gland PG13.5,222.00,,,50.00
Plastic cable gland PG25,15.00,,,5.00
Plastic cooling fan,1.00,,,0.00
Plastic funnel,3.00,,,2.00
Plastic gear for dozing pump,10.00,,,3.00
Plastic hammer,1.00,,,0.00
Plastic nipple ÿ15Mm,19.00,,,5.00
Plastic nut for cable gland M20,205.00,,,20.00
Plastic pipe fitting,7.00,,,4.00
Plastic sheet (for covering the peat stockpile),1.00,,,0.00
Plastic ventil,39.00,,,10.00
Plastic wall plug,230.00,,,20.00
Plate for blind 100NB ÿ157x2Mm Thk,11.00,,,3.00
Plate for blind 125NB ÿ193x2Mm Thk,3.00,,,0.00
Plate for blind 150NB ÿ216x2Mm Thk,8.00,,,2.00
Plate for blind 15NB ÿ35x2Mm,2.00,,,1.00
Plate for blind 200NB ÿ270x2Mm Thk,3.00,,,1.00
Plate for blind 25NB ÿ51x2Mm thk,7.00,,,2.00
Plate for blind 40NB ÿ73x2Mmthk,4.00,,,1.00
Plate for blind 50NB ÿ92x2Mm Thk,10.00,,,2.00
Plate for blind 80NB ÿ127x2Mm Thk,8.00,,,2.00
Plate for blind ÿ190x2Mm,2.00,,,1.00
Plate for blind ÿ43X2Mm Thk,2.00,,,1.00
Plate for blind ÿ90x2Mm Thk,2.00,,,1.00
Plate with the company name (ANDRITZ),30.00,,,10.00
Plate with the company name (ANDRITZ). L600,3.00,,,0.00
Plow bolt for caterpillar. Pn 5J-4773,0.00,,,0.00
Plow bolt for caterpillar. Pn 5P-8823,0.00,,,0.00
Plugin relay,5.00,,,2.00
"Plugin relay, 240V 5A",0.00,,,0.00
Pneumatic hose fitting,4.00,,,2.00
Pneumatic seal 20x30Mm,3.00,,,1.00
Pneumatic seal 225x33Mm,7.00,,,3.00
Pointer,1.00,,,0.00
Polyurethane hose OD10xID6.5Mm,17.00,,,3.00
Polyurethane hose OD12xID10Mm,4.00,,,2.00
Polyurethane hose OD6xOD4Mm,0.00,,,2.00
Polyurethane hose OD8xID6Mm,1.00,,,0.00
Polyurethane hose OD8xID6Mm.,106.00,,,3.00
Portable HVAC test set,1.00,,,0.00
Portable fire extinguisher (some of them are used),63.00,,,0.00
Portable moisture meter,0.00,,,1.00
Portable power distribution box,1.00,,,0.00
Portable water pump (used),2.00,,,0.00
Ported water level gauge repair kit. P\N 9320-0109,20.00,,,10.00
Potentiometer,1.00,,,0.00
Potentiometer with switch,2.00,,,0.00
"Power Supply 24V, 1A",1.00,,,0.00
Power adapter 12VDC 1A output,0.00,,,0.00
"Power adapter, 12VDC 1.5A output",1.00,,,0.00
Power conductor 24VAC,2.00,,,0.00
Power distribution cords / extension cable (used),4.00,,,4.00
Power distribution unit for server panel,4.00,,,2.00
Power input plug,5.00,,,2.00
Power plug,2.00,,,1.00
Power supply 13.5VDC 10A output for radio,0.00,,,0.00
"Power supply 24V, 250W",1.00,,,0.00
"Power supply 24V, 4.5A",0.00,,,0.00
Power supply 24VDC 40A output,1.00,,,0.00
"Power supply 27.4V ,5A",2.00,,,1.00
Power supply card,1.00,,,1.00
Power supply card DCS panel,2.00,,,1.00
"Power supply control input 220VAC, output 12VDC 3A",1.00,,,0.00
Power supply for projector light. 24-40V 0.9A output,5.00,,,2.00
Power supply input 100-240VAC 2.6A. Output 24VDC 5A,1.00,,,0.00
Power supply input 85-264VAC output 8.5-31-21VDC,1.00,,,0.00
Pressure differential measuring device,1.00,,,0.00
Pressure gauge 0-10 bar,0.00,,,0.00
Pressure gauge 0-10Kg/SQcm,2.00,,,1.00
Pressure gauge 0-10Kg/SQcm,4.00,,,2.00
Pressure gauge 0-10Kg/SQcm,9.00,,,3.00
Pressure gauge 0-16Kg/SQcm,1.00,,,0.00
Pressure gauge 0-16Kg/SQcm (used),0.00,,,0.00
Pressure gauge 0-250Kg/SQcm,6.00,,,3.00
Pressure gauge 0-25Kg/SQcm,1.00,,,1.00
Pressure gauge 0-300,1.00,,,0.00
Pressure gauge 0-7Kg/SQcm,5.00,,,2.00
Pressure gauge 0-7Kg/SQcm,6.00,,,2.00
Pressure gauge 0-7Kg/SQcm (used),1.00,,,0.00
Pressure gauge 1-160Kg/SQcm,5.00,,,2.00
"Pressure gauge 2.5""x1/4""",28.00,,,5.00
"Pressure gauge 3-1/2""x1/4"", 0-230Kg/SQcm",4.00,,,2.00
"Pressure gauge 50Mm 1/4NPT, 0-100Kg/SQcm",5.00,,,2.00
Pressure gauge nipple,35.00,,,10.00
Pressure gauge nipple (used),2.00,,,1.00
Pressure gauge syphon,6.00,,,3.00
Pressure gauge syphon,15.00,,,5.00
Pressure indicator 232.50.100 0-1MPa,2.00,,,1.00
"Pressure reducing regulator valve 1""",1.00,,,0.00
Pressure regulator accessories (used),1.00,,,0.00
Pressure regulator valve for air cylinder,4.00,,,2.00
"Pressure spring for valve DN40\65 SA401 GR.9254, SA29 GR.6150 for LP safety valve",1.00,,,0.00
"Pressure spring for valve DN50\80 SA401 GR.9254, SA29 GR.6150 for LP safety valve",2.00,,,0.00
Pressure switch,2.00,,,0.00
Pressure switch,3.00,,,1.00
Pressure switch for Valtra tractors. Pn ACV0784490,4.00,,,2.00
Pressure switch. Pn ACV0104120,5.00,,,3.00
Pressure tester,3.00,,,2.00
Pressure transmitter ST700 (used),1.00,,,0.00
Pressure transmitter device (used),1.00,,,0.00
Primary/safety engine air filter. Pn H931202090400,50.00,,,5.00
Probe clamp,2.00,,,1.00
Profibus D-coupler,0.00,,,1.00
Profibus module,1.00,,,0.00
Profibus optical link module,3.00,,,2.00
Profile support Material:MS,4.00,,,2.00
Profitrace troubleshooting toolkit,1.00,,,0.00
Programmable transducer,3.00,,,2.00
Projecteur halogen lamp box 1000W 240V,1.00,,,0.00
Projecteur halogen lamp box 500W 240V,1.00,,,0.00
Projector led lamp (used),1.00,,,0.00
Projector led lamp 70W,3.00,,,2.00
Protection relay,1.00,,,0.00
Proximity sensor,0.00,,,0.00
Proximity sensor (small size),2.00,,,1.00
Psiphon for pressure gauge,5.00,,,2.00
Pump coupling,1.00,,,0.00
"Pump discharge nozzle 1-1-/2""",2.00,,,1.00
"Pump discharge nozzle 2""",2.00,,,1.00
Push button EATON M22S-D-R,10.00,,,4.00
Push button green,2.00,,,1.00
Push button red,4.00,,,2.00
Pvc ball Valve typ375,10.00,,,4.00
Pvc base plate,51.00,,,10.00
Quick disconnect coupling. Pn 387-9159,5.00,,,3.00
Quick epoxy adhesive,2.00,,,2.00
Quick lime 1000Kg each bag,50.00,,,10.00
RAID controller Memory,1.00,,,1.00
RETURN FILTER ELEMENT. Pn 400/L8619,1.00,,,1.00
RTD sensor,16.00,,,4.00
Radar level transmitter (used),4.00,,,0.00
Radial insert ball bearing. Pn UK210,11.00,,,5.00
Rain protective pants (black),0.00,,,0.00
Rain protective suit (black),0.00,,,0.00
Raychem heat shrink BPTM120/50 EP42ÿ43-7:10,1.00,,,1.00
Recoil GP-AD. Pn 297-9142,0.00,,,1.00
Recorder (used),1.00,,,0.00
Rectangular closer,19.00,,,10.00
Rectangular curved washer M5x1.5Mm,1136.00,,,100.00
Rectangular washer M13x3.5Mm Material:GI,23.00,,,5.00
Red acrilic sheet,16.00,,,3.00
Red panel lamp,4.00,,,2.00
"Reducer 1"" to 1/2"" Material:MS",1.00,,,0.00
"Reducer 1"" to 1/2"" Material:MS",21.00,,,8.00
"Reducer 1"" to 3/4"" Material:GI",16.00,,,5.00
"Reducer 1"" to 7/16"" Material:MS",5.00,,,2.00
"Reducer 1-1/2"" to 1"" Material:GI",8.00,,,4.00
"Reducer 1-1/2"" to 1"" Material:MS",1.00,,,0.00
"Reducer 1-1/2"" to 1"" Material:MS",1.00,,,0.00
"Reducer 1-1/2"" to 1"" Material:MS",2.00,,,1.00
"Reducer 1-1/2"" to 1"" Material:MS",2.00,,,1.00
"Reducer 1-1/2"" to 1-/4"" Material:GI",1.00,,,0.00
"Reducer 1-1/2"" to 1-1/4"" Material:GI",1.00,,,0.00
"Reducer 1-1/2"" to 1/2"" Material:GI",2.00,,,1.00
"Reducer 1-1/2"" to 3/4"" Material: Bronze",6.00,,,3.00
"Reducer 1-1/2"" to 3/4"" Material:MS",1.00,,,0.00
"Reducer 1-1/2"" to 3/4"" Material:MS",1.00,,,0.00
"Reducer 1-1/4"" to 1"" Material:MS",93.00,,,20.00
"Reducer 1-1/4"" to 3/4 Material:MS",9.00,,,0.00
"Reducer 1-1/4"" to 3/4"" Material:MS",2.00,,,1.00
"Reducer 1/2"" - 1""",18.00,,,6.00
"Reducer 1/2"" to 7/16"" Material:MS",2.00,,,1.00
"Reducer 10"" to 4"" Material:MS",4.00,,,2.00
"Reducer 10"" to 5"" Material:MS",1.00,,,0.00
"Reducer 11/2""x2"" Material:MS",1.00,,,0.00
Reducer 15.6 to 18.2Mm,10.00,,,0.00
"Reducer 16"" to 10"" Material:MS",4.00,,,2.00
Reducer 18 to 12Mm,1.00,,,0.00
Reducer 19.6 to 18.2Mm,1.00,,,0.00
Reducer 19.6 to 24Mm,4.00,,,0.00
"Reducer 2"" 1-1/2"" Material:GI",10.00,,,5.00
"Reducer 2"" to 1"" Material:GI",1.00,,,0.00
"Reducer 2"" to 1"" Material:GI",4.00,,,2.00
"Reducer 2"" to 1"" Material:GI",29.00,,,5.00
"Reducer 2"" to 1"" Material:MS",3.00,,,1.00
"Reducer 2"" to 1-1/2"" Material:GI",1.00,,,0.00
"Reducer 2"" to 1-1/2"" Material:MS",1.00,,,0.00
"Reducer 2"" to 1-1/2"" Material:MS",2.00,,,1.00
"Reducer 2"" to 1-1/4"" Material:GI",3.00,,,2.00
"Reducer 2"" to 1-1/4"" Material:MS",1.00,,,0.00
"Reducer 2"" to 1-1/4"" Material:MS",1.00,,,0.00
"Reducer 2"" to 3/4"" Material:MS",1.00,,,0.00
"Reducer 2"" to 3/4"" Material:MS",1.00,,,0.00
"Reducer 2""x1"" Material:MS",1.00,,,0.00
"Reducer 2-1/2"" to 1"" Material:MS",1.00,,,0.00
"Reducer 2-1/2"" to 1-1/2""Material:GI",1.00,,,0.00
"Reducer 2-1/2"" to 2"" Material:GI",3.00,,,2.00
"Reducer 2-1/2"" to 2"" Material:MS",1.00,,,0.00
"Reducer 2-1/4"" to 2"" Material:MS",1.00,,,0.00
Reducer 20.2 to 20Mm,1.00,,,0.00
Reducer 24.5 to 30.6Mm,4.00,,,2.00
Reducer 24.6 to 18Mm,5.00,,,0.00
"Reducer 3"" to 1"" Material:MS",1.00,,,0.00
"Reducer 3"" to 1-1/2"" Material:MS",1.00,,,0.00
"Reducer 3"" to 1-1/2"" Material:MS",1.00,,,0.00
"Reducer 3"" to 1-1/2"" Material:MS",1.00,,,0.00
"Reducer 3"" to 1-1/2"" Material:MS",4.00,,,2.00
"Reducer 3"" to 2"" Material:GI",1.00,,,0.00
"Reducer 3"" to 2"" Material:MS",2.00,,,1.00
"Reducer 3"" to 2-1/2""  Material:MS",1.00,,,0.00
"Reducer 3/4"" to 1/2"" Material:MS",1.00,,,0.00
"Reducer 3/4"" to 1/2"" Material:MS",2.00,,,0.00
"Reducer 3/4"" to 1/2"" Material:SS",4.00,,,2.00
Reducer 31.2 to 28.2Mm,41.00,,,0.00
Reducer 31.8 to 24Mm,15.00,,,0.00
Reducer 39.5 to 18 Mm,9.00,,,0.00
Reducer 39.5 to 36.8Mm,4.00,,,0.00
Reducer 39.6 to 24Mm,8.00,,,0.00
"Reducer 4"" to 1-1/2"" Material:MS",1.00,,,0.00
"Reducer 4"" to 1-1/2"" Material:MS",1.00,,,0.00
"Reducer 4"" to 1-1/2"" Material:MS",3.00,,,2.00
"Reducer 4"" to 2"" (used) Material:MS",1.00,,,0.00
"Reducer 4"" to 2"" Material:GI",1.00,,,0.00
"Reducer 4"" to 2"" Material:GI",3.00,,,2.00
"Reducer 4"" to 2"" Material:MS",1.00,,,0.00
"Reducer 4"" to 2-1/2"" Material:MS",1.00,,,0.00
"Reducer 4"" to 2-1/2"" Material:MS",1.00,,,0.00
"Reducer 4"" to 2-1/2"" Material:MS",2.00,,,1.00
Reducer 49.4 to 24.2Mm,13.00,,,0.00
Reducer 49.5 to e6.8Mm,4.00,,,0.00
Reducer 50 to 30.5Mm,13.00,,,0.00
Reducer 59.4 to 44.5Mm,1.00,,,0.00
"Reducer 6"" to 2"" Material:GI",4.00,,,2.00
"Reducer 6"" to 2-1/2""  Material:MS",2.00,,,1.00
"Reducer 6"" to 2-1/2"" Material:MS",3.00,,,2.00
"Reducer 6"" to 3"" Material:MS",2.00,,,1.00
"Reducer 6"" to 3"" Material:MS",2.00,,,1.00
"Reducer 6"" to 4"" Material: Bronze",3.00,,,2.00
"Reducer 6"" to 4"" Material:MS",1.00,,,0.00
"Reducer 6"" to 4"" Material:MS",2.00,,,1.00
